Price,Lokasi,Tipe,Group,Luas Bangunan,Luas Tanah,Sertifikat,Furnish
1240000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,145.0,120.0,SHM,Semi-furnished
2800000000," Balikpapan, Balikpapan Baru",Rumah,Secondary,300.0,220.0,HGB,Non-furnished
3900000000," Balikpapan, Sepinggan",Rumah,,500.0,450.0,SHM,
1500000000," Balikpapan, Manggar",Rumah,Secondary,300.0,400.0,SHM,
2600000000," Balikpapan, Balikpapan Baru",Rumah,Secondary,298.0,200.0,SHM,Semi-furnished
880000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,100.0,108.0,SHM,Semi-furnished
1600000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,207.0,144.0,SHM,Semi-furnished
1400000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,112.0,157.0,SHM,Semi-furnished
700000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,200.0,243.0,SHM,Non-furnished
1600000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,150.0,111.0,SHM,Fully-furnished
548000000," Balikpapan, Balikpapan Selatan",Rumah,Primary,45.0,165.0,SHM,Non-furnished
650000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,96.0,120.0,HGB,Non-furnished
1700000000," Balikpapan, Balikpapan Utara",Rumah,,88.0,98.0,HGB,
680000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,78.0,108.0,SHM,Semi-furnished
1400000000," Balikpapan, Balikpapan Barat",Rumah,,230.0,350.0,SHM,
1800000000," Balikpapan, Balikpapan Selatan",Rumah,,100.0,248.0,SHM,
1500000000," Balikpapan, Balikpapan Selatan",Rumah,,200.0,165.0,SHM,
2200000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,350.0,180.0,SHM,Semi-furnished
4400000000," Balikpapan, Balikpapan Baru",Rumah,Secondary,250.0,342.0,SHM,Fully-furnished
1650000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,200.0,530.0,SHM,Semi-furnished
510000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,42.0,87.0,SHM,Non-furnished
1350000000," Balikpapan, Balikpapan Selatan",Rumah,,100.0,120.0,SHM,
1900000000," Balikpapan, Karang Jati",Rumah,Secondary,263.0,283.0,SHM,Fully-furnished
726000000," Balikpapan, Balikpapan Utara",Rumah,,90.0,157.0,SHM,
675000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,110.0,110.0,SHM,Semi-furnished
1150000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,240.0,200.0,SHM,Fully-furnished
1200000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,200.0,150.0,SHM,
2250000000," Balikpapan, Balikpapan Selatan",Rumah,,144.0,138.0,SHM,
800000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,36.0,36.0,SHM,Non-furnished
675000000," Balikpapan, Balikpapan Tengah",Rumah,,145.0,157.0,SHM,
4000000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,300.0,250.0,SHM,Fully-furnished
6500000000," Balikpapan, Balikpapan Tengah",Rumah,,200.0,516.0,SHM,
2250000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,144.0,138.0,SHM,Non-furnished
1200000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,47.0,72.0,PPJB,Non-furnished
2100000000," Balikpapan, Gunung Bahagia",Rumah,Secondary,280.0,144.0,SHM,Non-furnished
1600000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,140.0,200.0,SHM,Semi-furnished
2300000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,243.0,250.0,SHM,Semi-furnished
2530000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,80.0,577.0,SHM,Non-furnished
2450000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,210.0,175.0,HGB,Fully-furnished
1400000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,92.0,150.0,SHM,
3810000000," Balikpapan, Balikpapan Selatan",Rumah,,286.0,84.0,SHM,
1840000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,150.0,150.0,SHM,Semi-furnished
1435000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,170.0,360.0,SHM,Non-furnished
750000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,65.0,230.0,SHM,Non-furnished
6000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,480.0,240.0,SHM,
970280000," Balikpapan, Balikpapan Utara",Rumah,,47.0,60.0,PPJB,
673000000," Balikpapan, Sumber Rejo",Rumah,,42.0,78.0,SHM,
1320000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,85.0,112.0,SHM,Fully-furnished
925000000," Balikpapan, Balikpapan Utara",Rumah,,77.0,80.0,SHM,
700000000," Balikpapan, Balikpapan Selatan",Rumah,,72.0,90.0,SHM,
800000000," Balikpapan, Balikpapan Selatan",Rumah,,144.0,150.0,SHM,
600000000," Balikpapan, Balikpapan Selatan",Rumah,,195.0,195.0,SHM,
2500000000," Balikpapan, Balikpapan Selatan",Rumah,,450.0,150.0,SHM,
1650000000," Balikpapan, Balikpapan Selatan",Rumah,,95.0,152.0,SHM,
1500000000," Balikpapan, Balikpapan Utara",Rumah,,105.0,154.0,SHM,
1400000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,104.0,150.0,SHM,
1000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,67.0,160.0,SHM,Non-furnished
1550000000," Balikpapan, Balikpapan Selatan",Rumah,,70.0,140.0,SHM,
827000000," Balikpapan, Balikpapan Selatan",Rumah,Primary,63.0,120.0,SHM,Non-furnished
1650000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,70.0,144.0,SHM,Semi-furnished
1150000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,130.0,150.0,SHM,Semi-furnished
4000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,210.0,200.0,SHM,Semi-furnished
25000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,1600.0,1060.0,SHM,Fully-furnished
4800000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,400.0,450.0,SHM,Fully-furnished
2930000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,200.0,220.0,HGB,Non-furnished
2089999999," Balikpapan, Balikpapan Selatan",Rumah,Secondary,268.0,183.0,SHM,Semi-furnished
1000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,127.0,107.0,HGB,Semi-furnished
698000000," Balikpapan, Balikpapan Tengah",Rumah,Primary,40.0,78.0,SHM,
1800000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,114.0,90.0,SHM,Non-furnished
1200000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,47.0,72.0,PPJB,
1200000000," Balikpapan, Balikpapan Utara",Rumah,Primary,47.0,72.0,PPJB,Non-furnished
1800000000," Balikpapan, Balikpapan Utara",Rumah,,72.0,800.0,SHM,
700000000," Balikpapan, Batu Ampar",Rumah,,96.0,100.0,HGB,
1800000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,100.0,208.0,SHM,Fully-furnished
2500000000," Balikpapan, Balikpapan Selatan",Rumah,Primary,116.0,240.0,HGB,Non-furnished
725000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,120.0,120.0,SHM,Non-furnished
1250000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,120.0,97.0,SHM,Fully-furnished
950000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,170.0,155.0,SHM,Non-furnished
1060000000," Balikpapan, Balikpapan Tengah",Rumah,Primary,65.0,90.0,SHM,Non-furnished
780000000," Balikpapan, Balikpapan Tengah",Rumah,Primary,45.0,84.0,SHM,
4550000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,310.0,475.0,SHM,Fully-furnished
1870000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,110.0,180.0,SHM,Non-furnished
2650000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,180.0,221.0,SHM,Semi-furnished
1810000000," Balikpapan, Balikpapan Utara",Rumah,Primary,61.0,108.0,SHM,Non-furnished
7700000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,341.0,558.0,SHM,Semi-furnished
2000000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,120.0,268.0,SHM,
950000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,70.0,120.0,SHM,Semi-furnished
1840000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,90.0,250.0,SHM,Semi-furnished
2500000000," Balikpapan, Balikpapan Selatan",Rumah,,150.0,145.0,SHM,
1900000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,200.0,180.0,SHM,Non-furnished
500000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,40.0,78.0,SHM,Semi-furnished
2000000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,70.0,294.0,SHM,Semi-furnished
1300000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,92.0,150.0,SHM,Non-furnished
500000000," Balikpapan, Balikpapan Selatan",Rumah,Primary,36.0,84.0,HGB,Non-furnished
650000000," Balikpapan, Balikpapan Selatan",Rumah,,100.0,100.0,SHM,
450000000," Balikpapan, Balikpapan Selatan",Rumah,,100.0,100.0,HGB,
3950000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,200.0,180.0,HGB,Fully-furnished
560000000," Balikpapan, Balikpapan Timur",Rumah,Primary,62.0,120.0,HGB,Non-furnished
6500000000," Balikpapan, Balikpapan Selatan",Rumah,,300.0,1407.0,HGB,
4700000000," Balikpapan, Balikpapan Utara",Rumah,,310.0,475.0,SHM,
2700000000," Balikpapan, Gunung Bahagia",Rumah,Secondary,200.0,300.0,SHM,Non-furnished
1010000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,72.0,120.0,HGB,Semi-furnished
1100000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,95.0,70.0,SHM,Semi-furnished
2050000000," Balikpapan, Balikpapan Utara",Rumah,,200.0,200.0,SHM,
3600000000," Balikpapan, Damai",Rumah,,250.0,240.0,SHM,
3000000000," Balikpapan, Balikpapan Selatan",Rumah,,200.0,200.0,SHM,
1700000000," Balikpapan, Balikpapan Utara",Rumah,,141.0,160.0,SHM,
2500000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,90.0,180.0,SHM,Non-furnished
800000000," Balikpapan, Sepinggan",Rumah,,192.0,154.0,Lain-lain,
4050000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,200.0,300.0,SHM,Semi-furnished
1850000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,154.0,171.0,SHM,Non-furnished
700000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,100.0,105.0,SHM,Non-furnished
2000000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,124.0,151.0,SHM,Non-furnished
4000000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,250.0,330.0,SHM,Non-furnished
400000000," Balikpapan, Balikpapan Timur",Rumah,Secondary,45.0,84.0,SHM,Semi-furnished
1150000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,145.0,120.0,SHM,Fully-furnished
2600000000," Balikpapan, Balikpapan Selatan",Rumah,,220.0,374.0,SHM,
2800000000," Balikpapan, Balikpapan Utara",Rumah,,225.0,311.0,SHM,
3750000000," Balikpapan, Gn. Samarinda",Rumah,,319.0,319.0,SHM,
1450000000," Balikpapan, Gn. Samarinda",Rumah,,200.0,211.0,SHM,
1500000000," Balikpapan, Balikpapan Tengah",Rumah,,96.0,200.0,SHM,
1900000000," Balikpapan, Balikpapan Timur",Rumah,,68.0,256.0,SHM,
500000000," Balikpapan, Sepinggan",Rumah,,40.0,100.0,SHM,
570000000," Balikpapan, Sepinggan",Rumah,,100.0,100.0,SHM,
2200000000," Balikpapan, Gn. Samarinda",Rumah,,157.0,272.0,HGB,
925000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,56.0,135.0,SHM,Non-furnished
1680000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,175.0,91.0,SHM,
2200000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,104.0,150.0,SHM,Fully-furnished
7700000000," Balikpapan, Balikpapan Baru",Rumah,,176.0,648.0,SHM,
495000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,56.0,105.0,SHM,Non-furnished
9500000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,536.0,1195.0,SHM,Semi-furnished
4000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,300.0,214.0,SHM,Semi-furnished
1300000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,196.0,98.0,SHM,Non-furnished
1500000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,111.0,157.0,SHM,Semi-furnished
3210000000," Balikpapan, Balikpapan Utara",Rumah,,250.0,200.0,SHM,
5000000000," Balikpapan, Balikpapan Selatan",Rumah,,200.0,300.0,SHM,
3750000000," Balikpapan, Balikpapan Utara",Rumah,,414.0,4300.0,SHM,
2950000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,289.0,200.0,SHM,Fully-furnished
2200000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,160.0,169.0,SHM,Fully-furnished
700000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,72.0,90.0,SHM,Non-furnished
1730000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,260.0,150.0,SHM,Semi-furnished
2570000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,160.0,169.0,HGB,
500000000," Balikpapan, Balikpapan Utara",Rumah,,65.0,78.0,HGB,
1200000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,110.0,180.0,SHM,
2800000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,240.0,200.0,SHM,Non-furnished
650000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,80.0,60.0,SHM,Non-furnished
790000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,120.0,150.0,SHM,Non-furnished
550000000," Balikpapan, Klandasan Ilir",Rumah,,40.0,40.0,SHM,
1200000000," Balikpapan, Balikpapan Timur",Rumah,,90.0,120.0,SHM,
950000000," Balikpapan, Balikpapan Tengah",Rumah,,120.0,180.0,HGB,
750000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,90.0,90.0,SHM,Non-furnished
2200000000," Balikpapan, Balikpapan Barat",Rumah,,180.0,119.0,SHM,
1900000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,300.0,300.0,SHM,Semi-furnished
1600000000," Balikpapan, Balikpapan Selatan",Rumah,,93.0,171.0,SHM,
2600000000," Balikpapan, Balikpapan Baru",Rumah,,298.0,200.0,SHM,
3000000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,240.0,200.0,SHM,Fully-furnished
2600000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,200.0,165.0,SHM,Non-furnished
1615000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,126.0,360.0,SHM,Non-furnished
1100000000," Balikpapan, Damai",Rumah,Secondary,90.0,135.0,SHM,Semi-furnished
650000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,70.0,104.0,SHM,Non-furnished
4250000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,520.0,550.0,SHM,Non-furnished
2200000000," Balikpapan, Balikpapan Baru",Rumah,,200.0,200.0,SHM,
650000000," Balikpapan, Balikpapan Utara",Rumah,,120.0,120.0,SHM,
800000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,125.0,127.0,SHM,
799000000," Balikpapan, Sumber Rejo",Rumah,Secondary,135.0,125.0,SHM,
575000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,45.0,78.0,PPJB,Non-furnished
1800000000," Balikpapan, Balikpapan Selatan",Rumah,,154.0,165.0,SHM,
750000000," Balikpapan, Balikpapan Selatan",Rumah,,90.0,90.0,SHM,
2200000000," Balikpapan, Balikpapan Selatan",Rumah,,160.0,220.0,SHM,
2000000000," Balikpapan, Klandasan Ulu",Rumah,Secondary,200.0,450.0,SHM,Non-furnished
1300000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,110.0,140.0,SHM,Non-furnished
1000000000," Balikpapan, Balikpapan Utara",Rumah,,135.0,135.0,SHM,
1600000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,150.0,180.0,SHM,Non-furnished
1820000000," Balikpapan, Balikpapan Tengah",Rumah,Secondary,91.0,175.0,SHM,Semi-furnished
2800000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,226.0,280.0,SHM,Semi-furnished
1840000000," Balikpapan, Balikpapan Baru",Rumah,,173.0,198.0,SHM,
1500000000," Balikpapan, Balikpapan Tengah",Rumah,,170.0,225.0,SHM,
1000000000," Balikpapan, Damai",Rumah,Secondary,90.0,135.0,SHM,Non-furnished
1800000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,320.0,320.0,SHM,Semi-furnished
990000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,110.0,120.0,SHM,
3500000000," Balikpapan, Damai",Rumah,Secondary,300.0,250.0,SHM,Semi-furnished
3500000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,160.1,135.0,SHM,
1350000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,132.0,91.0,SHM,Fully-furnished
1200000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,130.0,120.0,SHM,
1150000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,46.0,72.0,SHM,
1450000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,300.0,201.0,SHM,
570000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,120.0,180.0,SHM,Non-furnished
1750000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,165.0,240.0,SHM,Semi-furnished
1750000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,120.0,300.0,SHM,Fully-furnished
4000000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,150.0,319.0,SHM,
835000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,140.0,150.0,SHM,Non-furnished
3500000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,400.0,330.0,SHM,Non-furnished
2500000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,268.0,121.0,SHM,
629990000," Balikpapan, Balikpapan Timur",Rumah,,60.0,120.0,SHM,
975000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,54.0,168.0,HGB,Non-furnished
1050000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,45.0,104.0,SHM,Semi-furnished
1900000000," Balikpapan, Balikpapan Selatan",Rumah,,154.0,154.0,SHM,
950000000," Balikpapan, Balikpapan Selatan",Rumah,,80.0,112.0,SHM,
870000000," Balikpapan, Balikpapan Utara",Rumah,,60.0,150.0,SHM,
950000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,110.0,120.0,SHM,Semi-furnished
3000000000," Balikpapan, Damai",Rumah,Secondary,298.0,200.0,SHM,
1080000000," Balikpapan, Balikpapan Selatan",Rumah,,150.0,200.0,SHM,
990000000," Balikpapan, Balikpapan Utara",Rumah,Secondary,110.0,120.0,SHM,Non-furnished
890000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,45.0,120.0,SHM,Non-furnished
1400000000," Balikpapan, Balikpapan Selatan",Rumah,Secondary,80.0,150.0,SHM,Non-furnished
